id,x,y,z,yaw,pitch,roll
1,-285.126,226.351,-12.6027,2.44782,0.012868,0.0398666
2,-284.891,226.141,-12.5941,2.44778,0.0137571,0.0406823
3,-285.355,226.549,-12.5991,2.44782,0.012681,0.0367271
4,-285.573,226.75,-12.6033,2.44863,0.0118563,0.0333572
5,-285.797,226.952,-12.609,2.45001,0.0109416,0.0312824
6,-286.005,227.149,-12.6105,2.45052,0.0111487,0.031132
7,-286.217,227.332,-12.6102,2.4499,0.0106035,0.0316639
8,-286.436,227.511,-12.6134,2.45056,0.00954707,0.0332184
9,-286.653,227.697,-12.6144,2.45134,0.00788043,0.0342067
10,-286.848,227.876,-12.6141,2.45119,0.00666456,0.0329914
11,-287.056,228.05,-12.6013,2.45149,0.00265111,0.0335896
12,-287.247,228.22,-12.6017,2.45088,-0.00171899,0.0351458
13,-287.441,228.378,-12.6183,2.45108,-0.00396943,0.0375808
14,-287.634,228.544,-12.6266,2.45105,-0.00300971,0.0381616
15,-287.818,228.699,-12.637,2.45136,-0.00148386,0.0387582
16,-287.995,228.847,-12.6335,2.45145,-0.000225177,0.0398593
17,-288.18,229.008,-12.6435,2.45183,-0.000579477,0.0409302
18,-288.354,229.147,-12.6608,2.45246,0.0022153,0.041948
19,-288.506,229.278,-12.6663,2.45357,0.00533207,0.0404255
20,-288.683,229.43,-12.6591,2.45404,0.00661392,0.0373645
21,-288.851,229.572,-12.6566,2.45437,0.0063444,0.0355783
22,-289.006,229.71,-12.6584,2.45542,0.00577133,0.0348863
23,-289.161,229.844,-12.6661,2.45528,0.00669516,0.0370007
24,-289.312,229.978,-12.6777,2.45524,0.0101606,0.0378284
25,-289.469,230.104,-12.681,2.45585,0.0123902,0.040065
26,-289.623,230.234,-12.6857,2.4564,0.014352,0.0427271
27,-289.752,230.37,-12.6825,2.45637,0.0144135,0.0444515
28,-289.918,230.488,-12.6784,2.4567,0.0135819,0.0441398
29,-290.057,230.609,-12.6746,2.45772,0.0118868,0.0435467
30,-290.161,230.703,-12.6747,2.45891,0.0100426,0.0426135
31,-290.324,230.84,-12.67,2.45949,0.00854807,0.0414299
32,-290.46,230.962,-12.6571,2.46054,0.00602796,0.0393962
33,-290.589,231.077,-12.6662,2.45962,0.0018641,0.0407461
34,-290.727,231.187,-12.6613,2.45934,-0.000494074,0.0409231
35,-290.858,231.308,-12.6276,2.45889,-0.00717388,0.0394611
36,-290.994,231.434,-12.628,2.45772,-0.0151515,0.0393277
37,-291.113,231.535,-12.6683,2.45699,-0.0152762,0.039737
38,-291.244,231.652,-12.7106,2.45848,-0.00874843,0.0395846
39,-291.351,231.727,-12.7349,2.45865,0.000375894,0.0403508
40,-291.486,231.852,-12.7102,2.4617,0.00532456,0.039865
41,-291.617,231.963,-12.6952,2.46095,0.00214639,0.0417141
42,-291.736,232.074,-12.7038,2.45813,-0.000590526,0.0458992
43,-291.877,232.184,-12.7207,2.45912,-0.000359927,0.0506583
44,-291.996,232.286,-12.7208,2.45779,0.00203949,0.0541034
45,-292.096,232.399,-12.72,2.45608,0.00437234,0.0538867
46,-292.212,232.484,-12.7205,2.45819,0.00720626,0.0489955
47,-292.322,232.577,-12.7204,2.459,0.00768632,0.0453126
48,-292.429,232.668,-12.7226,2.45799,0.00599661,0.044986
49,-292.544,232.772,-12.732,2.45613,0.00438327,0.047591
50,-292.658,232.86,-12.7437,2.4556,0.00513651,0.048601
51,-292.773,232.966,-12.7373,2.45616,0.0064847,0.0495245
52,-292.895,233.069,-12.7331,2.45545,0.00644984,0.0493967
53,-293.017,233.181,-12.7333,2.45569,0.00761765,0.0475449
54,-293.128,233.304,-12.7425,2.45634,0.0106985,0.0470579
55,-293.271,233.407,-12.7332,2.45811,0.0124488,0.0468271
56,-293.386,233.53,-12.7083,2.457,0.00844863,0.0446427
57,-293.533,233.647,-12.7199,2.45623,0.000341339,0.0410203
58,-293.666,233.749,-12.7445,2.45646,-0.00165082,0.0410088
59,-293.792,233.859,-12.7533,2.45781,-0.000838343,0.0431658
60,-293.922,233.968,-12.744,2.45868,-0.00190145,0.0462625
61,-294.053,234.079,-12.7384,2.45821,-0.00401325,0.0475834
62,-294.183,234.195,-12.7566,2.45671,-0.00572269,0.0489196
63,-294.317,234.314,-12.7635,2.45576,-0.00512696,0.0502018
64,-294.445,234.423,-12.7664,2.45642,-0.00484368,0.0517659
65,-294.572,234.536,-12.7748,2.4552,-0.00453443,0.0521877
66,-294.708,234.657,-12.772,2.45497,-0.00307791,0.0496527
67,-294.834,234.779,-12.7793,2.45545,-0.00357424,0.0485738
68,-294.965,234.899,-12.7862,2.456,-0.00377281,0.0487787
69,-295.097,235.019,-12.7872,2.45527,-0.00402072,0.0484069
70,-295.233,235.135,-12.7902,2.45549,-0.00421658,0.0489438
71,-295.369,235.25,-12.7901,2.45538,-0.00387072,0.0495605
72,-295.503,235.371,-12.7874,2.45508,-0.00424091,0.0492484
